id,tokens,label,pos
4689,"[""najvažnija"",""promjena"",""u"",""urbanizmu"",""i"",""arhitekturi"",""za"",""koju"",""je"",""zaslužan"",""park"",""jest"",""ideja"",""fuzioniranja"",""i"",""interakcije""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""ADJ"",""NOUN"",""ADP"",""NOUN"",""CCONJ"",""NOUN"",""ADP"",""DET"",""AUX"",""ADJ"",""NOUN"",""AUX"",""NOUN"",""NOUN"",""CCONJ"",""NOUN""]"
4691,"[""ideja"",""grada"",""se"",""tako"",""mijenja""]","[0,0,0,0,0]","[""NOUN"",""NOUN"",""PRON"",""ADV"",""VERB""]"
4692,"[""antička"",""ideja"",""trga"",""agore"",""kao"",""javnog"",""mjesta"",""i"",""sastajališta"",""građana"",""biva"",""transponirana"",""u"",""javni"",""prostor"",""trga"",""parka"",""ili"",""ulice"",""kao"",""kreativnog"",""mjesta"",""interakcije"",""čovjeka"",""i"",""grada""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""ADJ"",""NOUN"",""NOUN"",""NOUN"",""SCONJ"",""ADJ"",""NOUN"",""CCONJ"",""NOUN"",""NOUN"",""VERB"",""ADJ"",""ADP"",""ADJ"",""NOUN"",""NOUN"",""NOUN"",""CCONJ"",""NOUN"",""SCONJ"",""ADJ"",""NOUN"",""NOUN"",""NOUN"",""CCONJ"",""NOUN""]"
4694,"[""ideje"",""nastale"",""u"",""parc"",""de"",""la"",""vilettu"",""vrlo"",""su"",""se"",""brzo"",""proširile"",""u"",""uređenju"",""svjetskih"",""gradova"",""pretvarajući"",""gradove"",""u"",""opuštenija"",""i"",""prirodnija"",""mjesta""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""NOUN"",""ADJ"",""ADP"",""X"",""X"",""X"",""NOUN"",""ADV"",""AUX"",""PRON"",""ADV"",""VERB"",""ADP"",""NOUN"",""ADJ"",""NOUN"",""ADV"",""NOUN"",""ADP"",""ADJ"",""CCONJ"",""ADJ"",""NOUN""]"
4695,"[""primjer"",""najbliži"",""hrvatskoj"",""je"",""svakako"",""onaj"",""preobrazbe"",""graza""]","[0,0,0,0,0,0,0,0]","[""NOUN"",""ADJ"",""ADJ"",""AUX"",""ADV"",""DET"",""NOUN"",""NOUN""]"
4696,"[""u"",""godini"",""su"",""kad"",""je"",""grad"",""bio"",""kulturna"",""prijestolnica"",""evrope"",""realizirani"",""projekti"",""koji"",""nasljeđuju"",""tschumijeve"",""ideje"",""most"",""na"",""rijeci"",""muri"",""i"",""zgrada"",""kunsthausa""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""ADP"",""NOUN"",""AUX"",""ADV"",""AUX"",""NOUN"",""AUX"",""ADJ"",""NOUN"",""NOUN"",""ADJ"",""NOUN"",""DET"",""VERB"",""NOUN"",""NOUN"",""NOUN"",""ADP"",""NOUN"",""NOUN"",""CCONJ"",""NOUN"",""X""]"
4698,"[""naime"",""instalacija"",""morskih"",""orgulja"",""također"",""traži"",""interakciju"",""posjetitelja""]","[0,0,0,0,0,0,0,0]","[""ADV"",""NOUN"",""ADJ"",""NOUN"",""ADV"",""VERB"",""NOUN"",""NOUN""]"
4699,"[""posjetilac"",""mora"",""osluškivati"",""zvukove"",""orgulja"",""te"",""ih"",""spajati"",""sa"",""šumom"",""valova"",""i"",""bojama"",""pejzaža""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""NOUN"",""VERB"",""VERB"",""NOUN"",""NOUN"",""PRON"",""PRON"",""VERB"",""ADP"",""NOUN"",""NOUN"",""CCONJ"",""NOUN"",""NOUN""]"
4700,"[""tek"",""tada"",""može"",""doživjeti"",""samo"",""mjesto"",""i"",""utkati"",""ga"",""u"",""osobnu"",""mrežu"",""značenja""]","[0,0,0,0,0,0,0,1,1,1,0,1,1]","[""PART"",""ADV"",""VERB"",""VERB"",""ADV"",""NOUN"",""CCONJ"",""VERB"",""PRON"",""ADP"",""ADJ"",""NOUN"",""NOUN""]"
4701,"[""upravno"",""se"",""od"",""osobne"",""mreže"",""značenja"",""stvara"",""ono"",""što"",""je"",""nikola"",""bašić"",""nazvao"",""metaforičkim"",""mjestom"",""koje"",""oblikuje"",""mentalnu"",""sliku"",""grada""]","[0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0]","[""ADJ"",""PRON"",""ADP"",""ADJ"",""NOUN"",""NOUN"",""VERB"",""PRON"",""PRON"",""AUX"",""PROPN"",""X"",""VERB"",""ADJ"",""NOUN"",""DET"",""VERB"",""ADJ"",""NOUN"",""NOUN""]"
4702,"[""ono"",""što"",""je"",""u"",""svemu"",""ovome"",""najvažnije"",""jest"",""promjena"",""samog"",""medija"",""metaforičkog"",""mjesta"",""a"",""za"",""što"",""je"",""zaslužan"",""bernard"",""tschumi""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""PRON"",""PRON"",""AUX"",""ADP"",""ADJ"",""DET"",""ADJ"",""AUX"",""NOUN"",""ADJ"",""NOUN"",""ADJ"",""NOUN"",""CCONJ"",""ADP"",""PRON"",""AUX"",""ADJ"",""NOUN"",""X""]"
4703,"[""metaforička"",""su"",""mjesta"",""nekad"",""bila"",""isključivo"",""ona"",""poput"",""trga"",""svetog"",""marka"",""u"",""veneciji"",""kremlja"",""u"",""moskvi"",""ili"",""kipa"",""slobode"",""u"",""new"",""yorku"",""dakle"",""trgovi"",""ulice"",""ili"",""skulpture""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""ADJ"",""AUX"",""NOUN"",""ADV"",""AUX"",""ADV"",""PRON"",""ADP"",""NOUN"",""ADJ"",""NOUN"",""ADP"",""NOUN"",""NOUN"",""ADP"",""NOUN"",""CCONJ"",""NOUN"",""NOUN"",""ADP"",""PROPN"",""PROPN"",""CCONJ"",""NOUN"",""NOUN"",""CCONJ"",""NOUN""]"
4704,"[""danas"",""su"",""to"",""mjesta"",""koja"",""se"",""više"",""ne"",""mogu"",""definirati"",""svrhom"",""pa"",""tako"",""zadarska"",""riva"",""nije"",""ravna"",""obala"",""puna"",""šetača""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""ADV"",""AUX"",""DET"",""NOUN"",""DET"",""PRON"",""ADV"",""PART"",""VERB"",""VERB"",""NOUN"",""CCONJ"",""ADV"",""ADJ"",""NOUN"",""AUX"",""ADJ"",""NOUN"",""ADJ"",""NOUN""]"
4705,"[""prostorna"",""intervencija"",""postaje"",""novi"",""medij"",""javnog"",""prostora"",""koji"",""nadograđujući"",""se"",""na"",""antičku"",""ideju"",""grada"",""oslobađa"",""grad"",""od"",""njegove"",""povijesne"",""forme"",""te"",""ga"",""vraća"",""u"",""krajobraz""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0]","[""ADJ"",""NOUN"",""VERB"",""ADJ"",""NOUN"",""ADJ"",""NOUN"",""DET"",""ADV"",""PRON"",""ADP"",""ADJ"",""NOUN"",""NOUN"",""VERB"",""NOUN"",""ADP"",""DET"",""ADJ"",""NOUN"",""PRON"",""PRON"",""VERB"",""ADP"",""NOUN""]"
4706,"[""promjene"",""identiteta"",""kolektivno"",""pamćenje"",""i"",""mit"",""u"",""svojoj"",""čuvenoj"",""knjizi"",""etnologija"",""naše"",""svakodnevnice"",""dunja"",""rihtmanauguštin"",""je"",""napisala"",""identitet"",""samom"",""gradu"",""može"",""dati"",""stara"",""gradska"",""jezgra"",""ili"",""središte"",""dakle"",""tradicija""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""NOUN"",""NOUN"",""ADJ"",""NOUN"",""CCONJ"",""NOUN"",""ADP"",""DET"",""ADJ"",""NOUN"",""NOUN"",""DET"",""NOUN"",""NOUN"",""X"",""AUX"",""VERB"",""NOUN"",""ADJ"",""NOUN"",""VERB"",""VERB"",""ADJ"",""ADJ"",""NOUN"",""CCONJ"",""NOUN"",""CCONJ"",""NOUN""]"
4707,"[""to"",""je"",""neosporno""]","[0,0,0]","[""DET"",""AUX"",""ADV""]"
4710,"[""prostor"",""nastajanja"",""identiteta"",""gradskih"",""stanovnika"",""u"",""zadru"",""vrlo"",""je"",""složen""]","[0,0,0,0,0,0,0,0,0,1]","[""NOUN"",""NOUN"",""NOUN"",""ADJ"",""NOUN"",""ADP"",""PROPN"",""ADV"",""AUX"",""ADJ""]"
4711,"[""ako"",""promatramo"",""povijest"",""grada"",""primijetit"",""ćemo"",""da"",""je"",""grad"",""uvijek"",""bio"",""na"",""meti"",""različitih"",""osvajača""]","[0,0,0,0,0,0,0,0,0,0,0,1,1,0,0]","[""SCONJ"",""VERB"",""NOUN"",""NOUN"",""VERB"",""AUX"",""PART"",""AUX"",""NOUN"",""ADV"",""AUX"",""ADP"",""NOUN"",""ADJ"",""NOUN""]"
4713,"[""svaki"",""je"",""od"",""ratova"",""rezultirao"",""izmjenom"",""stanovništva"",""i"",""stvaranjem"",""novih"",""identiteta"",""nastalih"",""u"",""sudaru"",""starosjedilaca"",""i"",""novopridošlih"",""stanovnika""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0]","[""DET"",""AUX"",""ADP"",""NOUN"",""VERB"",""NOUN"",""NOUN"",""CCONJ"",""NOUN"",""ADJ"",""NOUN"",""ADJ"",""ADP"",""NOUN"",""NOUN"",""CCONJ"",""ADJ"",""NOUN""]"
4714,"[""ono"",""što"",""je"",""posebno"",""zanimljivo"",""za"",""zadarski"",""gradski"",""identitet"",""jest"",""da"",""se"",""on"",""vrlo"",""često"",""kao"",""u"",""slučaju"",""dubrovnika"",""ili"",""venecije"",""stavlja"",""ispred"",""nacionalnog"",""ili"",""regionalnog""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""PRON"",""PRON"",""AUX"",""ADV"",""ADJ"",""ADP"",""ADJ"",""ADJ"",""NOUN"",""AUX"",""PART"",""PRON"",""X"",""ADV"",""ADV"",""SCONJ"",""ADP"",""NOUN"",""NOUN"",""CCONJ"",""NOUN"",""VERB"",""ADP"",""ADJ"",""CCONJ"",""ADJ""]"
4715,"[""unutar"",""zadnjih"",""nekoliko"",""godina"",""umjesto"",""crkve"",""svetog"",""donata"",""morske"",""su"",""orgulje"",""postale"",""jedna"",""od"",""konstanti"",""gradskog"",""identiteta""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""ADP"",""ADJ"",""ADV"",""NOUN"",""ADV"",""NOUN"",""ADJ"",""NOUN"",""ADJ"",""AUX"",""NOUN"",""VERB"",""NUM"",""ADP"",""NOUN"",""ADJ"",""NOUN""]"
4716,"[""međutim"",""ako"",""analiziramo"",""zašto"",""su"",""baš"",""morske"",""orgulje"",""uspjele"",""istisnuti"",""crkvu"",""svetog"",""donata"",""doznat"",""ćemo"",""nešto"",""i"",""o"",""tome"",""kako"",""se"",""razvija"",""proces"",""identifikacije"",""i"",""gradske"",""mitologije"",""vodeći"",""se"",""pretpostavkom"",""da"",""je"",""kultura"",""oblik"",""teksta"",""clifford"",""geertz""]","[0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0]","[""ADV"",""SCONJ"",""VERB"",""ADV"",""AUX"",""PART"",""ADJ"",""NOUN"",""VERB"",""VERB"",""NOUN"",""ADJ"",""NOUN"",""VERB"",""AUX"",""PRON"",""CCONJ"",""ADP"",""DET"",""ADV"",""PRON"",""VERB"",""NOUN"",""NOUN"",""CCONJ"",""ADJ"",""NOUN"",""ADJ"",""PRON"",""NOUN"",""PART"",""AUX"",""NOUN"",""NOUN"",""NOUN"",""PROPN"",""NOUN""]"
4717,"[""crkva"",""svetog"",""donata"",""kako"",""zbog"",""svoje"",""veličine"",""ali"",""i"",""zbog"",""gabarita"",""trga"",""na"",""kojem"",""se"",""nalazi"",""dominira"",""zadarskim"",""povijesnim"",""središtem""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""NOUN"",""ADJ"",""NOUN"",""ADV"",""ADP"",""DET"",""NOUN"",""CCONJ"",""CCONJ"",""ADP"",""NOUN"",""NOUN"",""ADP"",""DET"",""PRON"",""VERB"",""VERB"",""ADJ"",""ADJ"",""NOUN""]"
4718,"[""crkva"",""je"",""nastala"",""na"",""ruševinama"",""antičkog"",""foruma"",""bez"",""temelja"",""a"",""kao"",""građevinski"",""materijali"",""korišteni"",""su"",""dijelovi"",""rimskih"",""građevina""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""NOUN"",""AUX"",""VERB"",""ADP"",""NOUN"",""ADJ"",""NOUN"",""ADP"",""NOUN"",""CCONJ"",""SCONJ"",""ADJ"",""NOUN"",""ADJ"",""AUX"",""NOUN"",""ADJ"",""NOUN""]"
4720,"[""međutim"",""da"",""bi"",""se"",""crkva"",""doživjela"",""potrebno"",""je"",""više"",""puta"",""ući"",""u"",""njezinu"",""unutrašnjost""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""ADV"",""PART"",""AUX"",""PRON"",""NOUN"",""VERB"",""ADJ"",""AUX"",""ADV"",""ADV"",""VERB"",""ADP"",""DET"",""NOUN""]"
4721,"[""u"",""crkvi"",""nema"",""interaktivnog"",""djelovanja"",""na"",""posjetioca""]","[0,0,0,0,0,0,0]","[""ADP"",""NOUN"",""VERB"",""ADJ"",""NOUN"",""ADP"",""NOUN""]"
4722,"[""za"",""razliku"",""od"",""toga"",""morske"",""su"",""orgulje"",""otvorile"",""prostor"",""interaktivnog"",""djelovanja""]","[0,0,0,0,0,0,0,1,0,0,0]","[""ADP"",""NOUN"",""ADP"",""DET"",""ADJ"",""AUX"",""NOUN"",""VERB"",""NOUN"",""ADJ"",""NOUN""]"
4723,"[""morske"",""orgulje"",""su"",""javni"",""prostor"",""dostupan"",""svima"",""koji"",""nema"",""nikakav"",""religijski"",""ili"",""ideološki"",""predznak""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""ADJ"",""NOUN"",""AUX"",""ADJ"",""NOUN"",""ADJ"",""ADJ"",""DET"",""VERB"",""DET"",""ADJ"",""CCONJ"",""ADV"",""NOUN""]"
4724,"[""sjedenje"",""na"",""obali"",""mora"",""i"",""gledanje"",""u"",""pučinu"",""jedno"",""je"",""od"",""općih"",""mjesta"",""mediteranske"",""kulture""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""NOUN"",""ADP"",""NOUN"",""VERB"",""CCONJ"",""NOUN"",""ADP"",""NOUN"",""NUM"",""AUX"",""ADP"",""ADJ"",""NOUN"",""ADJ"",""NOUN""]"
4725,"[""mediteran"",""je"",""jedino"",""more"",""gdje"",""je"",""moguće"",""biti"",""u"",""blizini"",""samog"",""mora"",""kako"",""zbog"",""manjih"",""razlika"",""plime"",""i"",""oseke"",""u"",""odnosu"",""na"",""oceane"",""tako"",""i"",""zbog"",""manjih"",""valova""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""NOUN"",""AUX"",""ADV"",""NOUN"",""ADV"",""AUX"",""ADJ"",""AUX"",""ADP"",""NOUN"",""ADJ"",""VERB"",""ADV"",""ADP"",""ADJ"",""NOUN"",""NOUN"",""CCONJ"",""NOUN"",""ADP"",""NOUN"",""ADP"",""NOUN"",""ADV"",""CCONJ"",""ADP"",""ADJ"",""NOUN""]"
4726,"[""morske"",""su"",""orgulje"",""sjedenju"",""uz"",""morsku"",""obalu"",""dale"",""još"",""jednu"",""dimenziju"",""onu"",""morskog"",""šuma"",""preoblikovanoga"",""u"",""glazbu""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""ADJ"",""AUX"",""NOUN"",""NOUN"",""ADP"",""ADJ"",""NOUN"",""VERB"",""ADV"",""NUM"",""NOUN"",""DET"",""ADJ"",""NOUN"",""ADJ"",""ADP"",""NOUN""]"
4728,"[""a"",""ritual"",""nastaje"",""onako"",""kako"",""ga"",""je"",""opisao"",""paul"",""connerton"",""svi"",""rituali"",""istina"",""moraju"",""se"",""do"",""neke"",""mjere"",""izmisliti"",""a"",""pojedinosti"",""njihove"",""artikulacije"",""mogu"",""se"",""vremenom"",""mijenjati"",""ili"",""varirati"",""u"",""sadržaju"",""i"",""značenju""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""CCONJ"",""NOUN"",""VERB"",""ADV"",""ADV"",""PRON"",""AUX"",""VERB"",""PROPN"",""X"",""ADJ"",""NOUN"",""NOUN"",""VERB"",""PRON"",""ADP"",""DET"",""NOUN"",""VERB"",""CCONJ"",""NOUN"",""DET"",""NOUN"",""VERB"",""PRON"",""NOUN"",""VERB"",""CCONJ"",""VERB"",""ADP"",""NOUN"",""CCONJ"",""NOUN""]"
4729,"[""obnova"",""grada"",""i"",""krleža"",""u"",""zadru"",""grad"",""zadar"",""je"",""nakon"",""ratnih"",""stradanja"",""tražio"",""novu"",""uporišnu"",""točku"",""svoga"",""razvoja"",""ali"",""i"",""potvrdu"",""vlastita"",""nasljeđa""]","[0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0]","[""NOUN"",""NOUN"",""CCONJ"",""NOUN"",""ADP"",""PROPN"",""NOUN"",""PROPN"",""AUX"",""ADV"",""ADJ"",""NOUN"",""VERB"",""ADJ"",""ADV"",""NOUN"",""DET"",""NOUN"",""CCONJ"",""CCONJ"",""NOUN"",""ADJ"",""NOUN""]"
4731,"[""to"",""se"",""desilo"",""nakon"",""završetka"",""autoputa"",""zagreb"",""split""]","[0,0,0,0,0,0,0,0]","[""DET"",""PRON"",""VERB"",""ADV"",""NOUN"",""NOUN"",""PROPN"",""PROPN""]"
4733,"[""kad"",""su"",""2005"",""godine"",""realizirane"",""morske"",""orgulje"",""nitko"",""nije"",""vjerovao"",""da"",""će"",""se"",""toliko"",""promjena"",""dogoditi"",""u"",""procesu"",""identiteta""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""ADV"",""AUX"",""NUM"",""NOUN"",""ADJ"",""ADJ"",""NOUN"",""PRON"",""AUX"",""VERB"",""PART"",""AUX"",""PRON"",""ADV"",""NOUN"",""VERB"",""ADP"",""NOUN"",""NOUN""]"
4734,"[""grad"",""je"",""vapio"",""za"",""simbolom"",""novog"",""obnavljanja"",""nakon"",""ratnih"",""razaranja""]","[0,0,1,0,0,0,0,0,0,0]","[""NOUN"",""AUX"",""VERB"",""ADP"",""NOUN"",""ADJ"",""NOUN"",""ADV"",""ADJ"",""NOUN""]"
4735,"[""taj"",""su"",""simbol"",""postale"",""morske"",""orgulje"",""kao"",""što"",""je"",""za"",""zadar"",""nakon"",""drugog"",""svjetskog"",""rata"",""simbol"",""obnove"",""bio"",""osnutak"",""filozofskog"",""fakulteta""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""DET"",""AUX"",""NOUN"",""VERB"",""ADJ"",""NOUN"",""SCONJ"",""PRON"",""AUX"",""ADP"",""PROPN"",""ADV"",""ADJ"",""ADJ"",""NOUN"",""NOUN"",""NOUN"",""AUX"",""NOUN"",""ADJ"",""NOUN""]"
4737,"[""trebao"",""je"",""pregledati"",""izbor"",""eksponata"",""buduće"",""izložbe"",""zadarskih"",""crkvenih"",""relikvijara"",""u"",""zagrebu""]","[0,0,0,0,0,0,0,0,0,0,0,0]","[""VERB"",""AUX"",""VERB"",""NOUN"",""NOUN"",""ADJ"",""NOUN"",""ADJ"",""ADJ"",""NOUN"",""ADP"",""NOUN""]"
4738,"[""kako"",""to"",""na"",""internet"",""stranicama"",""zadaretro"",""piše"",""abdulah"",""seferović"",""pisac"",""i"",""grad"",""su"",""se"",""poznavali"",""od"",""1917"",""godine"",""kada"",""je"",""narodni"",""list"",""objavio"",""da"",""je"",""mladi"",""krleža"",""veliki"",""talent"",""i"",""budući"",""snažni"",""naš"",""pjesnik""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0]","[""ADV"",""DET"",""ADP"",""NOUN"",""NOUN"",""NOUN"",""VERB"",""NOUN"",""PROPN"",""NOUN"",""CCONJ"",""NOUN"",""AUX"",""PRON"",""VERB"",""ADP"",""NUM"",""NOUN"",""ADV"",""AUX"",""ADJ"",""NOUN"",""VERB"",""PART"",""AUX"",""ADJ"",""NOUN"",""ADJ"",""NOUN"",""CCONJ"",""ADV"",""ADJ"",""DET"",""NOUN""]"
4739,"[""upravo"",""inicijativi"",""miroslava"",""krleže"",""zadar"",""ima"",""zahvaliti"",""osnivanje"",""filozofskog"",""fakulteta"",""koji"",""je"",""generirao"",""razvoj"",""u"",""poslijeratnom"",""periodu""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""ADV"",""NOUN"",""NOUN"",""NOUN"",""PROPN"",""VERB"",""VERB"",""NOUN"",""ADJ"",""NOUN"",""DET"",""AUX"",""VERB"",""NOUN"",""ADP"",""ADJ"",""NOUN""]"
4741,"[""osjećaj"",""pripadnosti"",""je"",""na"",""mediteranu"",""uvijek"",""bio"",""fluidan"",""i"",""transformativan""]","[0,0,0,0,0,0,0,0,0,0]","[""NOUN"",""NOUN"",""AUX"",""ADP"",""NOUN"",""ADV"",""AUX"",""ADJ"",""CCONJ"",""NOUN""]"
4742,"[""možda"",""je"",""najbolji"",""primjer"",""za"",""takve"",""transformacije"",""princip"",""heteronima"",""ili"",""potencijalno"",""mogućih"",""stvarnih"",""likova"",""u"",""stvaralaštvu"",""portugalskog"",""pjesnika"",""fernarda"",""pessoe""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""ADV"",""AUX"",""ADJ"",""NOUN"",""ADP"",""DET"",""NOUN"",""NOUN"",""NOUN"",""CCONJ"",""ADV"",""ADJ"",""ADJ"",""NOUN"",""ADP"",""NOUN"",""ADJ"",""NOUN"",""NOUN"",""X""]"
4743,"[""naslov"",""pjesme"",""ricarda"",""reisa"",""jednog"",""od"",""njegovih"",""heteronima"",""glasi"",""više"",""volim"",""ruže""]","[0,0,0,0,0,0,0,0,0,0,0,0]","[""NOUN"",""NOUN"",""NOUN"",""NOUN"",""NUM"",""ADP"",""DET"",""NOUN"",""VERB"",""ADV"",""VERB"",""NOUN""]"
4744,"[""u"",""toj"",""antologijskoj"",""pjesmi"",""fernando"",""pessoa"",""piše"",""više"",""volim"",""ruže"",""ljubavi"",""moja"",""od"",""domovine"",""a"",""magnolije"",""pretpostavljam"",""slavi"",""i"",""vrlini""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""ADP"",""DET"",""ADJ"",""NOUN"",""NOUN"",""NOUN"",""VERB"",""ADV"",""VERB"",""NOUN"",""NOUN"",""DET"",""ADP"",""NOUN"",""CCONJ"",""NOUN"",""VERB"",""VERB"",""CCONJ"",""NOUN""]"
4745,"[""ukoliko"",""mi"",""ne"",""dojadi"",""želim"",""da"",""život"",""prohodi"",""mnome"",""a"",""ja"",""da"",""ostanem"",""isti""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""SCONJ"",""PRON"",""PART"",""VERB"",""VERB"",""PART"",""NOUN"",""NOUN"",""NOUN"",""CCONJ"",""PRON"",""PART"",""VERB"",""ADJ""]"
4746,"[""urbana"",""instalacija"",""morskih"",""orgulja"",""doista"",""predstavlja"",""metaforičko"",""mjesto"",""koje"",""oblikuju"",""mentalnu"",""sliku"",""grada"",""kaleidoskop"",""u"",""čijoj"",""se"",""mozaičkoj"",""ukupnosti"",""prepoznaje"",""identitet"",""grada"",""ali"",""i"",""kolektivna"",""i"",""pojedinačna"",""identifikacija"",""s"",""gradom"",""kako"",""je"",""to"",""iskazao"",""arhitekt""]","[0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""ADJ"",""NOUN"",""ADJ"",""NOUN"",""ADV"",""VERB"",""ADV"",""NOUN"",""DET"",""VERB"",""ADJ"",""NOUN"",""NOUN"",""NOUN"",""ADP"",""DET"",""PRON"",""ADJ"",""NOUN"",""VERB"",""NOUN"",""NOUN"",""CCONJ"",""CCONJ"",""ADJ"",""CCONJ"",""ADJ"",""NOUN"",""ADP"",""NOUN"",""ADV"",""AUX"",""DET"",""VERB"",""NOUN""]"
4747,"[""u"",""takvom"",""su"",""nam"",""gradu"",""ruže"",""doista"",""važnije"",""od"",""domovine"",""zato"",""jer"",""predstavljaju"",""trajniji"",""arhetip"",""ljepote""]","[0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0]","[""ADP"",""DET"",""AUX"",""PRON"",""NOUN"",""NOUN"",""ADV"",""ADV"",""ADP"",""NOUN"",""ADV"",""SCONJ"",""VERB"",""ADJ"",""NOUN"",""NOUN""]"
4748,"[""sredinom"",""veljače"",""na"",""većini"",""najposjećenijih"",""domaćih"",""portala"",""sunula"",""je"",""vijest"",""o"",""75"",""%"",""studenata"",""zagrebačkog"",""sveučilišta"",""koji"",""prepisuju"",""na"",""ispitima"",""navodnom"",""rezultatu"",""međunarodnog"",""studentskog"",""istraživanja"",""predstavljenog"",""u"",""beogradu""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""NOUN"",""NOUN"",""ADP"",""NOUN"",""ADJ"",""ADJ"",""NOUN"",""NOUN"",""AUX"",""NOUN"",""ADP"",""NUM"",""SYM"",""NOUN"",""ADJ"",""NOUN"",""DET"",""VERB"",""ADP"",""NOUN"",""ADJ"",""NOUN"",""ADJ"",""ADJ"",""NOUN"",""ADJ"",""ADP"",""PROPN""]"
4749,"[""naravno"",""taj"",""podatak"",""nije"",""točan""]","[0,0,0,0,0]","[""ADV"",""DET"",""NOUN"",""AUX"",""ADJ""]"
